NDC,カテゴリー
658.9,林業 林産製造 タンニン 色素
659.7,林業 狩猟 鳥獣保護・繁殖
660.1,水産業 水産学
660.6,水産業 水産学会・団体
660.7,水産業 研究法 指導法 水産教育
661.1,水産業 水産経済･行政･経営 漁業政策・行政 漁業制度
661.4,水産業 水産経済･行政･経営 水産物価格および市場 流通と消費
661.5,水産業 水産経済･行政･経営 水産金融 漁業資本 漁業手形
661.6,水産業 水産経済･行政･経営 漁業協同組合 水産業協同組合
661.7,水産業 水産経済･行政･経営 漁業経営 網元 漁業労働
661.8,水産業 水産経済･行政･経営 漁家経済
661.9,水産業 水産経済･行政･経営 漁村 漁民問題 海女 漁港
662.1,水産業および漁業史･事情 日本
662.2,水産業および漁業史･事情 アジア・東洋
662.3,水産業および漁業史･事情 ヨーロッパ
662.4,水産業および漁業史･事情 アフリカ
662.5,水産業および漁業史･事情 北アメリカ
662.6,水産業および漁業史･事情 南アメリカ
662.7,水産業および漁業史･事情 オセアニア・南極地方
662.9,水産業および漁業史･事情 水産地理
663.1,水産業 水産基礎学 海洋と陸水
663.2,水産業 水産基礎学 漁業気象
663.3,水産業 水産基礎学 水産物理学
663.4,水産業 水産基礎学 水産化学
663.6,水産業 水産基礎学 水産生物学 水産資源 標識放流 回遊
663.7,水産業 水産基礎学 水産植物学
663.8,水産業 水産基礎学 水産動物学
663.9,水産業 水産基礎学 水産保護 魚病学 病害と害敵
664.1,水産業 漁労 漁業各論 漁場 漁期 漁況 漁獲量
664.2,水産業 漁労 漁業各論 淡水漁業
664.3,水産業 漁労 漁業各論 海面漁業
664.4,水産業 漁労 漁業各論 漁具・漁法による種別
664.5,水産業 漁労 漁業各論 工船式漁業
664.6,水産業 漁労 漁業各論 魚類
664.7,水産業 漁労 漁業各論 貝類 甲殻類 軟体類 棘皮類
664.8,水産業 漁労 漁業各論 海藻類
664.9,水産業 漁労 漁業各論 海獣類
665.2,水産業 漁船 漁具 漁船
665.3,水産業 漁船 漁具 漁猟機械・装置 集魚灯 魚群探知機
665.5,水産業 漁船 漁具 漁具
665.6,水産業 漁船 漁具 漁網
665.8,水産業 漁船 漁具 資材 燃料
666.1,水産業 水産増殖 養殖業 共通事項
666.2,水産業 水産増殖 養殖業 淡水養殖法
666.3,水産業 水産増殖 養殖業 海水養殖法
666.6,水産業 水産増殖 養殖業 魚類増殖[養魚]
666.7,水産業 水産増殖 養殖業 貝類・軟体類・甲殻類増殖
666.8,水産業 水産増殖 養殖業 藻類増殖
666.9,水産業 水産増殖 養殖業 観賞魚
667.1,水産業 水産製造 水産食品 水産加工の化学 水産機械・装置
667.2,水産業 水産製造 水産食品 乾製品
667.3,水産業 水産製造 水産食品 燻製品
667.4,水産業 水産製造 水産食品 塩蔵品
667.5,水産業 水産製造 水産食品 練製品
667.6,水産業 水産製造 水産食品 調味加工・醗酵品
667.7,水産業 水産製造 水産食品 抄製品 加工海藻品
667.8,水産業 水産製造 水産食品 低温貯蔵品 冷凍魚
667.9,水産業 水産製造 水産食品 水産缶詰
668.1,水産業 水産物利用 水産利用工業 水産肥料・飼料
668.2,水産業 水産物利用 水産利用工業 水産油脂
668.3,水産業 水産物利用 水産利用工業 水産皮革 魚皮
668.4,水産業 水産物利用 水産利用工業 魚膠
668.5,水産業 水産物利用 水産利用工業 海藻利用工業
668.6,水産業 水産物利用 水産利用工業 海綿
668.8,水産業 水産物利用 水産利用工業 水産工芸品
670.1,商業概論 商学
670.9,商業通信[ビジネスレター] 商業作文 商用語学
671.2,商業行政・法令
671.3,商業政策･行政 不正取引
671.4,商業政策･行政 中小商業
671.6,商業政策･行政 商工協同組合 商工組合
672.1,商業史･事情 日本
672.2,商業史･事情 アジア・東洋
672.3,商業史･事情 ヨーロッパ
672.4,商業史･事情 アフリカ
672.5,商業史･事情 北アメリカ
672.6,商業史･事情 南アメリカ
672.7,商業史･事情 オセアニア・南極地方
672.9,商業地理
673.1,商業経営 商店 商店員 店則
673.2,商業経営 商店 商品管理 商品仕入
673.3,商業経営 商店 販売 販売促進 セールスマンシップ セールスマン
673.5,商業経営 商店 卸売業 問屋
673.6,商業経営 商店 仲買業 ブローカー
673.7,商業経営 商店 小売業
673.8,商業経営 商店 デパート[百貨店] スーパーマーケット チェーンストア
673.9,商業経営 商店 サービス産業
674.1,商業 広告 宣伝 広告理論・心理・倫理
674.2,商業 広告 宣伝 広告史・事情
674.3,商業美術・写真 商業デザイン
674.4,商業 広告 宣伝 広告代理業
674.5,商業 広告 宣伝 直接広告
674.6,商業 広告 宣伝 広告媒体
674.7,商業 広告 宣伝 宣伝広告用印刷物
674.8,商業 広告 宣伝 屋外広告 交通広告
674.9,商業 広告 宣伝 各商品・各企業の広告
675.1,商業 マーケティング 商品 商品学
675.2,商業 マーケティング 市場調査 市場予測
675.3,商業 マーケティング 商品化 商品計画
675.4,商業 マーケティング 販売経路 商品流通機構 配給組織
675.5,商業 マーケティング 卸売市場[中央卸売市場]
676.4,商業 取引所 商品取引所
676.7,商業 取引所 投機 相場 買占
676.8,商業 取引所 とみくじ
678.1,商業 貿易 貿易政策・行政・法令
678.2,商業 貿易 貿易史・事情
678.3,商業 貿易 通商条約・協定 関税 税関
678.4,商業 貿易 貿易実務
678.5,商業 貿易 貿易品 国際商品 国際市場
678.6,商業 貿易 貿易組合
678.9,商業 貿易 貿易統計
681.1,運輸・交通 交通政策･行政･経営 交通政策 交通統制
681.2,運輸・交通 交通政策･行政･経営 交通行政 交通法
681.3,運輸・交通 交通政策･行政･経営 交通安全 交通事故
681.4,運輸・交通 交通政策･行政･経営 交通経営形態 交通賃率 交通会計
681.5,運輸・交通 交通政策･行政･経営 旅客
681.6,運輸・交通 交通政策･行政･経営 貨物 コンテナ輸送
681.8,運輸・交通 交通政策･行政･経営 都市交通
682.1,運輸・交通 交通史･事情 日本
682.2,運輸・交通 交通史･事情 アジア・東洋
682.3,運輸・交通 交通史･事情 ヨーロッパ
682.4,運輸・交通 交通史･事情 アフリカ
682.5,運輸・交通 交通史･事情 北アメリカ
682.6,運輸・交通 交通史･事情 南アメリカ
682.7,運輸・交通 交通史･事情 オセアニア・南極地方
682.9,運輸・交通 交通史･事情 交通地理 交通地図
683.1,運輸・交通 海運 海運政策・行政・法令
683.2,運輸・交通 海運 海運史・事情
683.3,運輸・交通 海運 海運経営・金融・会計
683.4,運輸・交通 海運 海運賃率
683.5,運輸・交通 海運 旅客
683.6,運輸・交通 海運 船荷証券 貨物 貨物積載法
683.8,運輸・交通 海運 海員
683.9,運輸・交通 海運 港湾 商港
685.1,運輸・交通 陸運 自動車運送 陸運政策・行政・法令
685.2,運輸・交通 陸運 自動車運送 陸運史・事情
685.4,運輸・交通 陸運 自動車運送 駐車場 自動車ターミナル
685.5,運輸・交通 陸運 自動車運送 タクシー事業 バス事業
685.6,運輸・交通 陸運 自動車運送 トラック事業
685.7,運輸・交通 陸運 自動車運送 高速道路 自動車道
685.8,運輸・交通 陸運 自動車運送 軽車輌
685.9,運輸・交通 陸運 自動車運送 小運送 宅配便
686.1,運輸・交通 鉄道 鉄道政策・行政・法令
686.2,運輸・交通 鉄道 鉄道史・事情
686.3,運輸・交通 鉄道 鉄道経営
686.4,運輸・交通 鉄道 鉄道運賃
686.5,運輸・交通 鉄道 旅客
686.6,運輸・交通 鉄道 貨物輸送
686.7,運輸・交通 鉄道 運行 操車 配車 列車運転 鉄道事故
686.9,運輸・交通 鉄道 路面電車 モノレール ケーブルカー
687.1,運輸・交通 航空運送 航空政策・行政・法令
687.2,運輸・交通 航空運送 航空事業史・事情
687.3,運輸・交通 航空運送 航空業経営・金融・業務 航空路
687.4,運輸・交通 航空運送 航空運賃
687.5,運輸・交通 航空運送 旅客
687.6,運輸・交通 航空運送 貨物
687.7,運輸・交通 航空運送 運行 航空事故
687.9,運輸・交通 航空運送 空港
688.1,運輸・交通 倉庫業 倉庫業政策・行政・法令
688.2,運輸・交通 倉庫業 倉庫業史・事情
688.3,運輸・交通 倉庫業 倉庫業経営・設備・金融・会計
688.4,運輸・交通 倉庫業 倉庫寄託 倉庫証券
688.5,運輸・交通 倉庫業 倉庫実務
688.6,運輸・交通 倉庫業 保管料[倉庫料金]
689.1,運輸・交通 観光事業 観光政策・行政・法令
689.2,運輸・交通 観光事業 観光事業史・事情
689.3,運輸・交通 観光事業 観光事業経営・宣伝
689.4,運輸・交通 観光事業 観光地計画 観光開発
689.5,運輸・交通 観光事業 遊園地事業 遊園地
689.6,運輸・交通 観光事業 旅行斡旋業 添乗員 ガイド
689.7,運輸・交通 観光事業 会館
689.8,運輸・交通 観光事業 ホテル 旅館 民宿 ペンション 貸別荘
689.9,運輸・交通 観光事業 国民保養施設 休暇村 国民宿舎
692.1,通信事業史･事情 日本
692.2,通信事業史･事情 アジア・東洋
692.3,通信事業史･事情 ヨーロッパ
692.4,通信事業史･事情 アフリカ
692.5,通信事業史･事情 北アメリカ
692.6,通信事業史･事情 南アメリカ
692.7,通信事業史･事情 オセアニア・南極地方
692.9,通信事業史･事情 通信地理
693.1,通信事業 郵便 郵政事業 郵便政策・行政・法令・条約
693.2,通信事業 郵便 郵政事業 郵政史・事情
693.3,通信事業 郵便 郵政事業 郵便局
693.4,通信事業 郵便 郵政事業 小包郵便
693.5,通信事業 郵便 郵政事業 郵便送金
693.6,通信事業 郵便 郵政事業 電子郵便
693.7,通信事業 郵便 郵政事業 外国郵便 航空郵便
693.8,通信事業 郵便 郵政事業 郵便切手 はがき スタンプ
693.9,通信事業 郵便 郵政事業 その他の通信
694.1,通信事業 電気通信事業 電気通信政策・行政・法令・条約
694.2,通信事業 電気通信事業 電気通信史・事情
694.3,通信事業 電気通信事業 経営 業務 労務 財務 会計
694.4,通信事業 電気通信事業 電信
694.5,通信事業 電気通信事業 データ伝送
694.6,通信事業 電気通信事業 電話
694.7,通信事業 電気通信事業 国際電信電話
699.1,通信事業 放送事業 放送政策・行政・法令 受信料
699.2,通信事業 放送事業 放送史・事情
699.3,通信事業 放送事業 経営 業務 労務 財務
699.6,通信事業 放送事業 放送番組
699.63,通信事業 放送事業 教養番組
699.64,通信事業 放送事業 報道番組
699.65,通信事業 放送事業 スポーツ放送
699.66,通信事業 放送事業 音楽番組
699.67,通信事業 放送事業 演劇・ドラマ番組 演芸・娯楽番組
699.68,通信事業 放送事業 その他の放送番組
699.69,通信事業 放送事業 国際放送
699.7,通信事業 放送事業 有線放送
699.8,通信事業 放送事業 放送と社会
701.1,芸術・美術 芸術理論 美学 芸術哲学 美学 美学史
701.2,芸術・美術 芸術理論 美学 芸術思想史
701.3,芸術・美術 芸術理論 美学 芸術社会学 芸術民族学 芸術経済学
701.4,芸術・美術 芸術理論 美学 芸術心理学
701.5,芸術・美術 芸術理論 美学 芸術解剖学
701.6,芸術・美術 芸術理論 美学 自然美
702.1,芸術・美術 芸術史 美術史 日本
702.2,芸術・美術 芸術史 美術史 アジア・東洋
702.3,芸術・美術 芸術史 美術史 ヨーロッパ
702.4,芸術・美術 芸術史 美術史 アフリカ
702.5,芸術・美術 芸術史 美術史 北アメリカ
702.6,芸術・美術 芸術史 美術史 南アメリカ
702.7,芸術・美術 芸術史 美術史 オセアニア・南極地方
702.8,芸術・美術 芸術史 美術史 芸術家 美術家
702.9,芸術・美術 芸術史 美術史 郷土芸術
703.8,芸術・美術 参考図書[レファレンスブック] 美術品目録
706.7,芸術・美術 団体 美術商 価格 贋造 鑑定
706.9,芸術・美術 団体 美術館 展覧会
707.9,芸術・美術 研究法 指導法 芸術教育 美術鑑賞法 美術批評法 美術品の収集
708.7,芸術・美術 叢書 全集 選集 美術図集
709.1,芸術・美術 芸術政策 文化財 日本
709.2,芸術・美術 芸術政策 文化財 アジア・東洋
709.3,芸術・美術 芸術政策 文化財 ヨーロッパ
709.4,芸術・美術 芸術政策 文化財 アフリカ
709.5,芸術・美術 芸術政策 文化財 北アメリカ
709.6,芸術・美術 芸術政策 文化財 南アメリカ
709.7,芸術・美術 芸術政策 文化財 オセアニア・南極地方
711.1,彫刻 彫塑材料・技法 構図 デザイン
711.2,彫刻 彫塑材料・技法 材料 媒材
711.3,彫刻 彫塑材料・技法 用具
711.4,彫刻 彫塑材料・技法 技法
711.5,彫刻 彫塑材料・技法 修理 保存技術
711.6,彫刻 彫塑材料・技法 モビル彫刻
711.7,彫刻 彫塑材料・技法 丸彫
711.8,彫刻 彫塑材料・技法 浮彫[レリーフ]
711.9,彫刻 彫塑材料・技法 仮面
712.1,彫刻史 各国の彫刻 日本
712.2,彫刻史 各国の彫刻 アジア・東洋
712.3,彫刻史 各国の彫刻 ヨーロッパ
712.4,彫刻史 各国の彫刻 アフリカ
712.5,彫刻史 各国の彫刻 北アメリカ
712.6,彫刻史 各国の彫刻 南アメリカ
712.7,彫刻史 各国の彫刻 オセアニア・南極地方
712.8,彫刻家
718.1,彫刻 仏像 仏像の種類および像容
718.2,彫刻 仏像 荘厳具
718.3,彫刻 仏像 木仏
718.4,彫刻 仏像 石仏
718.5,彫刻 仏像 金銅仏
718.7,彫刻 仏像 土物 陶仏 乾漆仏
718.9,彫刻 仏像 仏像の寸法および測定法
720.1,絵画の理論・美学
720.2,絵画史
720.6,絵画 団体
720.7,絵画 研究法 指導法 画塾
720.8,絵画 叢書 全集 選集
721.1,絵画 日本画 仏画
721.2,絵画 日本画 大和絵 絵巻物
721.3,絵画 日本画 水墨画 漢画
721.4,絵画 日本画 狩野派
721.5,絵画 日本画 装飾画
721.6,絵画 日本画 写生画
721.7,絵画 日本画 文人画 南画 俳画
721.8,絵画 日本画 浮世絵
721.9,絵画 日本画 明治以降の日本画
722.1,絵画 東洋画 朝鮮画
722.2,絵画 東洋画 中国画
722.3,絵画 東洋画 東南アジア
722.5,絵画 東洋画 インド
722.6,絵画 東洋画 西南アジア ペルシア
722.7,絵画 東洋画 西南アジア 中東
722.8,絵画 東洋画 アラビア
723.3,絵画 洋画 イギリス
723.4,絵画 洋画 ドイツ
723.5,絵画 洋画 フランス
723.6,絵画 洋画 スペイン
723.7,絵画 洋画 イタリア
723.8,絵画 洋画 ロシア
723.9,絵画 洋画 バルカン諸国
724.1,絵画材料・技法 日本画 東洋画
724.2,絵画材料・技法 素描
724.3,絵画材料・技法 洋画 油絵
724.4,絵画材料・技法 水彩画 アクリル画
724.5,絵画材料・技法 題材別画法
724.6,絵画材料・技法 壁画 フレスコ画
724.7,絵画材料・技法 色彩 彩色
724.8,絵画材料・技法 アトリエ モデル
724.9,絵画材料・技法 額縁 表装 修復 保存 模写 複製
725.1,絵画 素描 描画 構図 構成 線 輪郭
725.2,絵画 素描 描画 陰影法 遠近法 透視画法
725.3,絵画 素描 描画 木炭画
725.4,絵画 素描 描画 クレヨン画 パステル画 クレパス画 コンテ画 チョーク画
725.5,絵画 素描 描画 鉛筆画 銀筆画
725.6,絵画 素描 描画 ペン画
726.1,絵画 漫画 挿絵 童画 漫画 劇画 諷刺画
726.5,絵画 漫画 挿絵 童画 挿絵 イラストレーション
726.6,絵画 漫画 挿絵 童画 絵本
726.7,絵画 漫画 挿絵 童画 児童画 幼児画
726.8,絵画 漫画 挿絵 童画 シルエット
726.9,絵画 漫画 挿絵 童画 はり絵 きり絵
727.6,絵画 グラッフィクデザイン 図案 ポスター
727.7,絵画 グラッフィクデザイン 図案 カレンダー
727.8,絵画 グラッフィクデザイン 図案 装飾文字
728.1,絵画 書 書道 書体論
728.2,絵画 書 書道 書道史 書家および流派
728.3,絵画 書 書道 材料
728.4,絵画 書 書道 漢字の書体および書法
728.5,絵画 書 書道 仮名文字の書体および書法
728.7,絵画 書 書道 落款 署名
728.8,絵画 書 書道 書跡集 法帖
728.9,絵画 書 書道 ペンマンシップ
732.1,版画史 各国の版画 日本
732.2,版画史 各国の版画 アジア・東洋
732.3,版画史 各国の版画 ヨーロッパ
732.4,版画史 各国の版画 アフリカ
732.5,版画史 各国の版画 北アメリカ
732.6,版画史 各国の版画 南アメリカ
732.7,版画史 各国の版画 オセアニア・南極地方
732.8,版画家
739.9,版画 印章 篆刻 印譜 メダル コイン
740.1,写真の理論・美学
740.2,写真史
740.6,写真 団体
742.2,写真器械・材料 感光材料
742.4,写真薬品・処方
742.5,写真機[カメラ]
742.6,写真器械・材料 レンズ
742.8,写真器械・材料 設備
743.3,写真 撮影技術 カラー写真
743.4,写真 撮影技術 人物写真 ヌード写真
743.5,写真 撮影技術 風景写真 スナップ写真
743.6,写真 撮影技術 生物写真 生態写真
743.7,写真 撮影技術 静物写真 芸術写真
743.8,写真 撮影技術 報道写真
744.3,写真 現象 印画 現像
744.4,写真 現象 印画 修整
744.5,写真 現象 印画 引伸
744.6,写真 現象 印画 焼付 印画
744.9,写真 現象 印画 陰画・陽画の整理 保存
746.3,写真 特殊写真 Ｘ線写真 紫外線写真 赤外線写真
746.4,写真 特殊写真 顕微鏡写真 望遠鏡写真
746.5,写真 特殊写真 航空宇宙写真 水中写真
746.6,写真 特殊写真 高速度写真
746.7,写真 特殊写真 ビデオ録画
746.8,写真 特殊写真 スライド 立体写真 投射
747.9,写真の応用 紙以外への写真
749.1,写真 印刷 版下作成 製版
749.2,写真 印刷 印刷史・事情
749.3,写真 印刷 印刷機械・器具 印刷インキ
749.4,写真 印刷 活版 凸版印刷
749.5,写真 印刷 平板印刷
749.6,写真 印刷 凹版印刷
749.7,写真 印刷 特殊印刷
749.8,写真 印刷 孔版
749.9,写真 印刷 紙以外への印刷 うつし絵 転写マーク
751.1,工芸 陶磁工芸 日本
751.2,工芸 陶磁工芸 東洋
751.3,工芸 陶磁工芸 西洋 その他
751.4,工芸 陶磁工芸 粘土工芸 装飾レンガ・タイル 土器
751.5,工芸 陶磁工芸 ガラス工芸 ステンドグラス
751.7,工芸 陶磁工芸 エナメル工芸 七宝焼
751.8,工芸 陶磁工芸 セメント工芸 石膏工芸
751.9,工芸 陶磁工芸 プラスティック工芸
752.2,工芸 漆工芸 漆工史
752.3,工芸 漆工芸 材料 用具 うるし
752.4,工芸 漆工芸 素地
752.5,工芸 漆工芸 髹漆
752.6,工芸 漆工芸 蒔絵
753.2,工芸 染織工芸 染織史
753.3,工芸 染織工芸 織物
753.4,工芸 染織工芸 袋物 ビーズ細工
753.7,工芸 染織工芸 刺繍
753.8,工芸 染織工芸 染物
754.3,工芸 木竹工芸 木工芸
754.6,工芸 木竹工芸 籐工芸
754.7,工芸 木竹工芸 竹工芸
754.8,工芸 木竹工芸 紙工芸
755.2,工芸 宝石・牙角・皮革工芸 象嵌細工
755.3,工芸 宝石・牙角・皮革工芸 宝石・硬玉・真珠・珊瑚細工 装身具
755.4,工芸 宝石・牙角・皮革工芸 牙角細工 根付
755.5,工芸 宝石・牙角・皮革工芸 革細工
755.6,工芸 宝石・牙角・皮革工芸 貝細工
755.7,工芸 宝石・牙角・皮革工芸 べっ甲細工
756.1,工芸 金工芸 金工材料・技法
756.2,工芸 金工芸 金工史 金工
756.3,工芸 金工芸 貴金属細工
756.4,工芸 金工芸 梵鐘
756.5,工芸 金工芸 古鏡 鏡工
756.6,工芸 金工芸 刀剣 鍔 刀工 鐔工
756.7,工芸 金工芸 甲冑
756.8,工芸 金工芸 骨董品 古器物
757.3,工芸 デザイン 装飾美術 色彩および配色
757.8,工芸 デザイン 装飾美術 インテリアデザイン[室内装飾]
759.9,工芸 人形玩具 郷土人形 郷土玩具
760.6,音楽 団体
760.7,音楽 研究法 指導法 音楽教育
760.8,音楽 叢書 全集 選集 作品集 名曲解説集
760.9,音楽 レコード音楽 オーディオ機器
761.1,音楽哲学 音楽美学
761.2,音楽の一般理論 音楽学 楽典 記譜法 読譜法
761.3,音楽の一般理論 音楽学 リズム
761.4,音楽の一般理論 音楽学 旋律法[メロディ]
761.5,音楽の一般理論 音楽学 和声学[ハーモニー]
761.6,音楽の一般理論 音楽学 対位法
761.7,音楽の一般理論 音楽学 楽式
761.8,音楽の一般理論 音楽学 作曲法
761.9,音楽の一般理論 音楽学 演奏 指揮
762.1,音楽史 各国の音楽 日本
762.2,音楽史 各国の音楽 アジア・東洋
762.3,音楽史 各国の音楽 ヨーロッパ
762.4,音楽史 各国の音楽 アフリカ
762.5,音楽史 各国の音楽 北アメリカ
762.6,音楽史 各国の音楽 南アメリカ
762.7,音楽史 各国の音楽 オセアニア・南極地方
762.8,音楽家
763.2,音楽 楽器 器楽 ピアノ
763.3,音楽 楽器 器楽 オルガン
763.4,音楽 楽器 器楽 弦楽器
763.5,音楽 楽器 器楽 撥弦楽器
763.6,音楽 楽器 器楽 吹奏楽器 金管楽器
763.7,音楽 楽器 器楽 木管楽器
763.8,音楽 楽器 器楽 打楽器
763.9,音楽 楽器 器楽 電子音楽 電子楽器
764.1,音楽 器楽合奏 器楽編成法
764.2,音楽 器楽合奏 室内楽
764.3,音楽 器楽合奏 管弦楽[オーケストラ]
764.4,音楽 器楽合奏 弦楽合奏
764.6,音楽 器楽合奏 吹奏楽[バンド]
764.7,音楽 器楽合奏 軽音楽 ダンス音楽 ジャズ ロック音楽
764.8,音楽 器楽合奏 その他の合奏
765.1,音楽 宗教音楽 聖楽 器楽
765.2,音楽 宗教音楽 聖楽 オラトリオ 受難曲
765.3,音楽 宗教音楽 聖楽 ミサ レクイレム[鎮魂曲]
765.4,音楽 宗教音楽 聖楽 独唱
765.5,音楽 宗教音楽 聖楽 合唱 重唱
765.6,音楽 宗教音楽 聖楽 聖歌 讃美歌
765.7,音楽 宗教音楽 聖楽 神道音楽
765.8,音楽 宗教音楽 聖楽 仏教音楽 声明
766.1,音楽 劇音楽 オペラ[歌劇] グランドオペラ
766.2,音楽 劇音楽 喜歌劇 オペラコミック オペレッタ
767.1,音楽 声楽 発声法 歌唱法
767.3,音楽 声楽 独唱
767.4,音楽 声楽 合唱[コーラス] 重唱
767.5,音楽 声楽 民謡集 国民歌 国家 祝祭歌
767.6,音楽 声楽 団体歌 学生歌 校歌 寮歌 職業歌
767.7,音楽 声楽 学校唱歌 童謡
767.8,音楽 声楽 歌謡曲 流行歌 シャンソン ジャズソング
767.9,音楽 声楽 シュプレヒコール[科白の合唱・朗読]
768.1,音楽 邦楽 邦楽器
768.2,音楽 邦楽 雅楽 舞楽
768.3,音楽 邦楽 琵琶楽
768.4,音楽 邦楽 謡曲 謡本
768.5,音楽 邦楽 三味線曲 浄瑠璃 義太夫
768.6,音楽 邦楽 箏曲 琴歌
768.7,音楽 邦楽 新日本音楽
768.8,音楽 邦楽 囃子
768.9,音楽 邦楽 詩吟 朗詠
769.1,音楽 舞踏 バレエ 日本
769.2,音楽 舞踏 バレエ アジア・東洋
769.3,音楽 舞踏 バレエ ヨーロッパ
769.4,音楽 舞踏 バレエ アフリカ
769.5,音楽 舞踏 バレエ 北アメリカ
769.6,音楽 舞踏 バレエ 南アメリカ
769.7,音楽 舞踏 バレエ オセアニア・南極地方
769.9,音楽 舞踏 バレエ バレエ
770.9,演劇 興行 検閲 宣伝 看板 入場料
771.5,演劇 劇場 演出 演技 舞台装置
771.6,演劇 劇場 演出 演技 演出 舞台監督
771.7,演劇 劇場 演出 演技 演技 俳優術
771.8,演劇 劇場 演出 演技 舞台衣装 扮装
772.1,演劇史 各国の演劇 日本
772.2,演劇史 各国の演劇 アジア・東洋
772.3,演劇史 各国の演劇 ヨーロッパ
772.4,演劇史 各国の演劇 アフリカ
772.5,演劇史 各国の演劇 北アメリカ
772.6,演劇史 各国の演劇 南アメリカ
772.7,演劇史 各国の演劇 オセアニア・南極地方
772.8,演劇史 各国の演劇 俳優
773.2,演劇 能楽 狂言 能の歴史
773.3,演劇 能楽 狂言 能の演技・型・役
773.4,演劇 能楽 狂言 能面
773.5,演劇 能楽 狂言 能舞台
773.6,演劇 能楽 狂言 能の道具
773.7,演劇 能楽 狂言 能囃子
773.8,演劇 能楽 狂言 流派
773.9,演劇 能楽 狂言 狂言 狂言面
774.2,演劇 歌舞伎 歌舞伎史
774.3,演劇 歌舞伎 演出 演技 役柄
774.4,演劇 歌舞伎 正本 ト書 書抜 番付
774.5,演劇 歌舞伎 劇場 舞台装置 看板
774.6,演劇 歌舞伎 道具
774.7,演劇 歌舞伎 下座 囃子方
774.8,演劇 歌舞伎 歌舞伎の慣習と年中行事
774.9,演劇 歌舞伎 所作事
775.1,演劇 各種の演劇 新派 新劇 近代劇
775.2,演劇 各種の演劇 喜劇 軽演劇
775.3,演劇 各種の演劇 オペレッタ
775.4,演劇 各種の演劇 レビュー 少女歌劇 ミュージカル
775.5,演劇 各種の演劇 移動演劇 野外劇[ページェント] 地方演劇
775.6,演劇 各種の演劇 素人演劇
775.7,演劇 各種の演劇 学校劇 児童劇 学生演劇
775.8,演劇 各種の演劇 パントマイム 仮面劇
777.1,演劇 人形劇 日本
777.2,演劇 人形劇 アジア・東洋
777.3,演劇 人形劇 ヨーロッパ
777.4,演劇 人形劇 アフリカ
777.5,演劇 人形劇 北アメリカ
777.6,演劇 人形劇 南アメリカ
777.7,演劇 人形劇 オセアニア・南極地方
777.8,演劇 人形劇 影絵芝居 ギニョル マリオネット
778.2,演劇 映画 映画史 各国の映画
778.3,演劇 映画 映画監督・俳優 演技 配役
778.4,演劇 映画 映画制作および演出 撮影技術
778.5,演劇 映画 コンティニュイティ[撮影台本]
778.7,演劇 映画 各種映画
778.8,演劇 映画 テレビ演劇 放送劇
778.9,演劇 映画 幻灯
779.1,演劇 大衆演芸 寄席
779.12,演劇 大衆演芸 講談
779.13,演劇 大衆演芸 落語
779.14,演劇 大衆演芸 漫才 漫談
779.15,演劇 大衆演芸 浪曲
779.16,演劇 大衆演芸 声帯模写 声色 物真似
779.17,演劇 大衆演芸 バラエティーショー
779.2,演劇 大衆演芸 俄狂言 村芝居
779.3,演劇 大衆演芸 奇術
779.4,演劇 大衆演芸 見世物 パノラマ
779.5,演劇 大衆演芸 サーカス
779.7,演劇 大衆演芸 門付 演歌 大道芸
779.8,演劇 大衆演芸 紙芝居
779.9,演劇 大衆演芸 放送演芸
780.1,スポーツ・体育 体育理論 体育学
780.6,スポーツ・体育 団体
780.7,スポーツ・体育 研究法 指導法 トレーニング 審判
781.2,スポーツ・体育 体操 遊戯 体操の系統
781.4,スポーツ・体育 体操 遊戯 徒手体操
781.49,スポーツ・体育 体操 遊戯 新体操
781.5,スポーツ・体育 体操 遊戯 器械体操 体操競技
781.8,スポーツ・体育 体操 遊戯 マスゲーム
781.9,スポーツ・体育 体操 遊戯 遊戯 児童遊戯 家庭遊戯
782.3,スポーツ・体育 陸上競技 競走 競走競技
782.4,スポーツ・体育 陸上競技 跳躍競技[ジャンプ]
782.5,スポーツ・体育 陸上競技 投擲競技
782.6,スポーツ・体育 陸上競技 混成競技
782.8,スポーツ・体育 陸上競技 重量挙[ウエイトリフティング]
782.9,スポーツ・体育 陸上競技 空中スポーツ
783.1,スポーツ・体育 球技 バスケットボール
783.2,スポーツ・体育 球技 バレーボール
783.3,スポーツ・体育 球技 ハンドボール ドッジボール
783.4,スポーツ・体育 球技 フットボール
783.46,スポーツ・体育 球技 アメリカンフットボール
783.47,スポーツ・体育 球技 サッカー
783.48,スポーツ・体育 球技 ラグビー
783.49,スポーツ・体育 球技 プッシュボール
783.5,スポーツ・体育 球技 庭球[テニス]
783.57,スポーツ・体育 球技 スカッシュ
783.58,スポーツ・体育 球技 ラクロッス
783.59,スポーツ・体育 球技 バドミントン
783.6,スポーツ・体育 球技 卓球
783.7,スポーツ・体育 球技 野球
783.78,スポーツ・体育 球技 ソフトボール
783.79,スポーツ・体育 球技 クリケット
783.8,スポーツ・体育 球技 ゴルフ
783.87,スポーツ・体育 球技 ゲートボール
783.88,スポーツ・体育 球技 ホッケー クロッケー ポロ
783.9,スポーツ・体育 球技 ボウリング
784.3,スポーツ・体育 冬季競技 スキー スキー競技
784.33,スポーツ・体育 冬季競技 アルペン競技
